customerID,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0506-YLVKJ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,917.45,No
8661-BOYNW,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,6096.45,No
6711-VTNRE,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,Yes
4815-GBTCD,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,99.95,No
2805-AUFQN,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,No
0980-PVMRC,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,2036.55,No
7233-DRTRF,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No
3500-RMZLT,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,1426.75,Yes
3873-NFTGI,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,767.55,No
1162-ECVII,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,7932.5,No
7048-GXDAY,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No
8571-ZCMCX,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60,2768.65,No
1169-WCVAK,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,No
4548-SDBKE,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,474.8,Yes
8066-POXGX,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,446.1,Yes
7129-CAKJW,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No
8695-ARGXZ,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,2425.4,No
3570-YUEKJ,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,2077.95,No
4143-OOBWZ,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,416.3,Yes
1555-HAPSU,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,No
1697-NVVGY,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,No
7854-EKTJL,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,35.85,Yes
8464-EETCQ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,1094.35,No
2419-FSORS,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,No
8132-YPVBX,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,No
9102-IAYHT,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,1451.6,Yes
6754-LZUKA,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,4932.5,No
3422-LYEPQ,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,71,Yes
8099-MZPUJ,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,5443.65,No
0787-LHDYT,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,330.25,No
2642-DTVCO,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,Yes
0374-IOEGQ,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,No
4361-JEIVL,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,Yes
3197-NNYNB,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,No
3396-DKDEL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,8250,No
1752-OZXFY,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,3561.15,No
9066-QRSDU,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,1763.55,No
9112-WSNPU,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419,No
9867-NNXLC,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,470.2,No
5321-NTRKC,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,No
1363-TXLSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes
9507-EXLTT,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes
3161-GETRM,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.05,3097,No
0402-OAMEN,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1709.1,No
6933-VLYFX,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,1848.8,No
6754-WKSHP,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,723.3,No
9846-GKXAS,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,Yes
6017-PPLPX,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,1470.95,Yes
4976-LNFVV,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No
5055-MGMGF,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,6914.95,No
4641-FROLU,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,602.9,No
2862-JVEOY,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,124.4,No
2969-QWUBZ,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.4,96.8,No
9822-BIIGN,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,3827.9,No
2077-MPJQO,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,533.05,No
1534-OULXE,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.7,2961.4,No
7136-RVDTZ,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,3264.45,Yes
2971-SGAFL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,No
1480-IVEVR,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.6,2815.25,No
2905-KFQUV,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,154.8,No
4581-SSPWD,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,246.3,Yes
3370-HXOPH,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,257.6,No
9391-YZEJW,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94,5757.2,No
9958-MEKUC,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,7517.7,No
0281-CNTZX,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1234.8,No
6927-WTFIV,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,1389.2,Yes
4118-CEVPF,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,3836.3,No
3398-ZOUAA,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1474.75,Yes
9114-VEPUF,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,6001.45,No
7876-BEUTG,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,No
2338-BQEZT,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,No
9873-MNDKV,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.65,472.25,No
0378-NHQXU,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,1460.65,Yes
8241-JUIQO,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.45,1336.35,No
2194-IIQOF,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,6388.65,No
4512-ZUIYL,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70,153.05,Yes
9631-RXVJM,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,677.9,No
9584-EXCDZ,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,No
7969-AULMZ,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,Yes
5093-FEGLU,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,921.55,No
2621-UDNLU,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,72,No
7526-IVLYU,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,68.35,No
2428-HYUNX,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.35,847.25,No
9214-EKVXR,No,No,No,No,No,Month-to-month,Yes,Mailed check,44,44,No
3410-MHHUM,Yes,Yes,No,No,Yes,One year,No,Electronic check,94.4,4295.35,No
0568-ONFPC,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135,Yes
0733-VUNUW,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes
4550-EVXNY,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes
2122-YWVYA,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1380.4,No
2968-SSGAA,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes
2296-DKZFP,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),71,4386.2,No
4844-JJWUY,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86,86,Yes
6777-TGHTM,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,Yes
8909-BOLNL,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,No
6603-YRDCJ,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,2018.4,No
3538-WZPHD,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,79.45,Yes
3229-USWAR,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No
2138-VFAPZ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,263.65,No
6131-JLWZM,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,275.4,No
4785-QRJHC,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes
0269-XFESX,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.35,538.5,No
1709-EJDOX,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,948.9,No
4316-XCSLJ,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,846.8,No
8610-WFCJF,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,Yes
9693-XMUOB,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.25,2997.45,No
0383-CLDDA,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No
4905-JEFDW,No,Yes,No,Yes,No,One year,Yes,Electronic check,41.6,470.6,Yes
2709-UQGNP,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,No
3549-ZTMNH,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24,269.65,No
7881-INRLC,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740,Yes
8033-ATFAS,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.85,2341.5,No
1635-NZATJ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1789.65,No
0562-HKHML,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1626.4,No
8277-RVRSV,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.15,800.3,No
9943-VSZUV,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,No
0117-LFRMW,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes
6172-FECYY,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,4254.85,Yes
7054-ENNGU,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,No
1455-HFBXA,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),91.6,4627.8,No
9402-CXWPL,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.9,6838.6,No
1628-BIZYP,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85,85,No
1965-AKTSX,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,1101.85,Yes
0082-LDZUE,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,44.3,No
4786-UKSNZ,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,Yes
5343-SGUBI,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6,No
0856-NAOES,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.9,414.1,No
1976-AZZPJ,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.2,256.6,No
7248-VZQLC,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes
6156-UZDLF,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),87.15,2274.1,No
3099-OONVS,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.3,1296.8,No
9500-WBGRP,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,No
5183-KLYEM,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,No
5144-PQCDZ,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,59.25,No
8514-VZHEB,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,1147.85,No
6625-IUTTT,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.55,4361.55,No
9355-NPPFS,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,2006.1,No
0068-FIGTF,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,78.2,2078.95,No
5965-GGPRW,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,No
8035-PWSEV,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,No
2236-HILPA,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,1218.45,No
1840-BIUOG,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,68.7,1416.2,No
1356-MKYSK,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,No
6080-LNESI,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,No
1830-IPXVJ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,1311.6,No
5828-DWPIL,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,No
8398-TBIYD,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,No
0011-IGKFF,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98,1237.85,Yes
4192-GORJT,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,Yes
6496-SLWHQ,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105,294.45,Yes
9912-GVSEQ,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes
2931-FSOHN,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35,No
9418-RUKPH,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,No
5383-MMTWC,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84,613.4,Yes
9971-ZWPBF,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.9,3625.2,No
4712-AUQZO,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,550.35,No
9711-FJTBX,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,No
2908-ZTPNF,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,No
7240-ETPTR,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,Yes
2202-CUYXZ,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,Yes
5995-OIGLP,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,Yes
8421-WZOOW,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No
6261-RCVNS,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,3160.55,Yes
7951-QKZPL,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,Yes
1414-YADCW,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,5706.2,No
8756-RDDLT,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,3085.35,No
2862-PFNIK,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,No
5816-QVHRX,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No
4430-YHXGG,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,84.2,No
6888-SBYAI,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,50.7,No
7395-XWZOY,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55,1165.55,No
7169-YWAMK,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,No
3640-PHQXK,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,Yes
6877-LGWXO,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Yes
6859-RKMZJ,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No
2729-VNVAP,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,641.35,No
2957-JIRMN,No,No,No,Yes,No,One year,No,Electronic check,84.45,4959.15,No
2049-BAFNW,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,35.9,No
3842-QTGDL,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,No
7163-OCEQI,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,No
9782-LGXMC,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No
5975-BAICR,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No
8019-ENHXU,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,Yes
5167-GBFRE,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,Yes
9033-EOXWV,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,Yes
4673-KKSLS,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,No
4853-OITSN,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,No
9800-OUIGR,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20,1374.2,No
1324-NLTJE,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55,757.1,Yes
2324-EFHVG,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,No
7094-MSZAO,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.05,218.5,No
1522-VVDMG,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,Yes
6907-CQGPN,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,No
0780-XNZFN,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1125.6,No
0239-OXEXL,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,No
2675-IJRGJ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978,No
7049-GKVZY,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,No
8577-QSOCG,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,746.05,No
3721-CNZHX,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,304.6,No
0212-ISBBF,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,No
9185-TQCVP,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes
3585-YNADK,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),74.6,4368.95,No
5271-DBYSJ,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,No
1099-GODLO,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,No
6828-HMKWP,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.05,262.05,No
5567-WSELE,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,Yes
1472-TNCWL,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,No
8063-RJYNF,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes
0687-ZVTHB,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,Yes
2080-GKCWQ,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,No
9661-ACXBS,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes
2193-SFWQW,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,No
5656-JAMLX,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,No
3462-BJQQA,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.65,No
0442-TDYUO,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,1036,No
6733-LRIZX,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,No
9503-XJUME,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.65,928.4,No
4367-NHWMM,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,24.9,No
3727-RJMEO,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,460.25,Yes
3779-OSWCF,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,No
6736-DHUQI,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,5598.3,No
3915-ODIYG,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.75,4374.55,No
1360-RCYRT,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,No
2724-FJDYW,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,No
4451-RWASJ,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,239.75,No
6646-VRFOL,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,Yes
3460-TJBWI,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,609.05,No
5917-HBSDW,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,No
5685-IIXLY,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,Yes
5671-UUNXD,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,No
0956-ACVZC,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,No
2325-NBPZG,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,No
4250-ZBWLV,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,Yes
4482-FTFFX,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,No
8859-DZTGQ,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,689.75,No
0440-MOGPM,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,No
0020-JDNXP,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,1993.2,No
3752-CQSJI,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,254.5,No
5025-GOOKI,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,No
4698-KVLLG,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,No
5095-AESKG,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Yes
2887-JPYLU,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No
4770-QAZXN,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,No
4896-CPRPF,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,809.25,No
1871-MOWRM,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Yes
9714-EDSUC,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,No
2027-OAQQC,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Yes
0282-NVSJS,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,No
9090-SGQXL,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes
6595-YGXIT,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,Yes
7353-YOWFP,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,No
9835-ZIITK,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,Yes
8008-ESFLK,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,No
7537-CBQUZ,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,No
1555-DJEQW,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes
5649-TJHOV,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032,Yes
0519-XUZJU,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,Yes
3363-EWLGO,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,No
4750-UKWJK,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,No
6338-AVWCY,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,Yes
1689-YQBYY,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893,No
4487-ZYJZK,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,No
